SampleDate,CollectionMethodCode,agencycode,FieldReplicate,SampleID,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,FinalID,LifeStageCode,Distinct,BAResult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,record_origin,record_publish,objectid,StationCode,DatabaseCode
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydropsyche,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753144,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydropsychidae,L,0,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753145,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydroptila,L,1,26,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753146,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydroptilidae,L,0,6,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753147,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Labrundinia,L,1,17,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753148,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Libellulidae,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753149,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Limoniinae,L,0,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753150,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Microtendipes,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753151,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nanocladius,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753152,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nectopsyche,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753153,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Nilotanypus,L,1,7,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753154,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Oligochaeta,X,1,7,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753155,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Orthocladius complex,L,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753156,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Ostracoda,X,1,200,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753157,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Parametriocnemus,L,1,10,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753158,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Paratendipes,L,1,2,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753159,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pentaneura,L,1,22,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753160,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Physa,X,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753161,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pisidium,X,1,7,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753162,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Polypedilum,L,1,18,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753163,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Polypedilum,P,1,1,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753164,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Probezzia,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753165,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Pseudochironomus,L,1,2,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753166,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Rheotanytarsus,L,1,16,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753167,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Simulium hippovorum,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753168,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Sperchon,X,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753169,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tanypodinae,L,0,1,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753170,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tanytarsus,L,1,48,=,None,None,B. Betz,Kurt King,LAR0616.106,SMC,true,1531753171,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tinodes,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753172,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tipula,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753173,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Torrenticola,X,1,3,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753174,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Tricorythodes explicatus,L,1,19,=,None,None,B. Betz,Wendy Willis,LAR0616.106,SMC,true,1531753175,SMC01096,SMC
