SampleDate,CollectionMethodCode,FieldReplicate,SampleID,FinalID,LifeStageCode,Distinct,BAResult,origin_lastupdatedate,record_publish,record_origin,StationCode,DatabaseCode
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Elmidae,L,0,11,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Lepidostoma,L,1,2,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Hydroptilidae,P,0,1,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Tricorythodes explicatus,L,1,3,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Coenagrionidae,L,0,2,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Microcylloepus,A,1,5,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Lebertia,X,1,1,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Optioservus,A,1,3,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Petrophila,L,1,17,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Thienemannimyia group,L,1,2,2018-06-05,true,SWAMP,801CYC398,SWAMP
2016-06-09,BMI_RWB,1,801CYC398_06092016_BMI_RWB_1,Tipula,L,1,1,2018-06-05,true,SWAMP,801CYC398,SWAMP
