SampleDate,CollectionMethodCode,agencycode,FieldReplicate,SampleID,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,FinalID,LifeStageCode,Distinct,BAResult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,objectid,record_origin,record_publish,StationCode,DatabaseCode
2017-06-13,BMI_RWB,ABCL,1,SMC00027_06132017_BMI_RWB_1,,0.500,67.00,6,4,4.000,600,588,55,0,0,,Tanytarsus,L,1,22,=,None,None,Tina Deleon,Kurt King,VCF0617.142,1531502553,SMC,false,403BA0027,SMC
2017-06-13,BMI_RWB,ABCL,1,SMC00027_06132017_BMI_RWB_1,,0.500,67.00,6,4,4.000,600,588,55,0,0,,Thienemannimyia group,L,1,3,=,None,None,Tina Deleon,Kurt King,VCF0617.142,1531502554,SMC,false,403BA0027,SMC
2017-06-13,BMI_RWB,ABCL,1,SMC00027_06132017_BMI_RWB_1,,0.500,67.00,6,4,4.000,600,588,55,0,0,,Tricorythodes explicatus,L,1,1,=,None,None,Tina Deleon,Wendy Willis,VCF0617.142,1531502555,SMC,false,403BA0027,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Ablabesmyia,L,1,4,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502556,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Alotanypus,L,1,2,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502557,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Argia,L,1,48,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502558,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Arrenurus,X,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502559,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Callibaetis,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502560,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Corynoneura,L,1,4,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502561,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Cricotopus,L,1,9,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502562,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Dasyhelea,L,1,3,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502563,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Dixa,L,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502564,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Empididae,P,1,1,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502565,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Eukiefferiella,L,1,6,=,None,None,B. Betz,Kurt King,LAR0616.106,1531502566,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Fallceon,L,1,53,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502567,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hetaerina americana,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502568,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hyalella,X,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502569,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydropsyche,L,1,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502570,SMC,true,SMC01096,SMC
2016-06-14,BMI_RWB,ABCL,1,SMC01096_06142016_BMI_RWB_1,,11.000,5.00,80,4,4.000,600,571,52,0,0,,Hydropsychidae,L,0,2,=,None,None,B. Betz,Wendy Willis,LAR0616.106,1531502571,SMC,true,SMC01096,SMC
