areaweight,coefficientvariance,comments,concentration,concentrationunits,controlvalue,dilution,endpoint,errors,fieldreplicate,lab,labrep,latitude,longitude,lookup_error,matrix,mean,n,pctcontrol,qacode,result,units,row,samplecollectdate,sampletypecode,shape,species,stationid,stationwaterdepth,stationwaterdepthunits,stddev,stratum,tmp_row,toxbatch,treatment,variance,tstat,pvalue,sigeffect,sqocategory,toxicity_errors
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,31.2,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,10,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,10,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,31.2,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,11,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,11,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,62.5,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,12,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,12,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,62.5,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,13,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,13,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,62.5,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,14,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,14,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,62.5,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,15,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,15,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,125.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,16,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,16,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,125.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,60,%,17,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,17,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,125.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,18,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,18,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,125.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,100,%,19,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,19,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,80,%,20,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,20,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,21,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,21,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,22,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,22,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,13.7415092603,The pH values are lower than 7.7 pH units.,250.0,Milligrams per liter,,-88,4 day survival percent,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,"{ ""column"": ""qacode"", ""error_type"": ""Lookup Fail"", ""error"": ""The data inserted ('AJ') does not match the lookup list <a href='http://checker.sccwrp.org/checker/scraper?action=help&layer=lu_toxtestacceptability' target='_blank'>lu_toxtestacceptability</a> for the column"" }",Reference Toxicant,90.8333333333,24,,AJ,70,%,23,2013-08-09,RFNH3,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,12.4818709114,None,23,eohRT0809,None,155.797101449,,,NSC,Nontoxic,
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,24,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,24,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,2,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,80,%,25,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,25,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,3,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,95,%,26,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,26,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,4,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,27,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,27,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
0.0,6.15418603938,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,5,33.69703908,-117.92090344,,Bulk Sediment (whole sediment),89.0,5,100.0,Q,90,%,28,2013-07-30,CNEG,0101000020110F0000BF0E9CDD9D0969C1500C02FB706D4E41,Eohaustorius estuarius,0000,1.0,M,5.47722557505,None,28,EohSed0809,None,30.0,0.0,0.5,NSC,Nontoxic,"{""column"": ""Mean"", ""error_type"": ""Custom Toxicity"", ""error"": ""Does not meet control acceptability criterion; mean control value < 90""}"
,4.61044943814,Control mean = 89%.  The pH values are lower than 7.7 pH units.,-88.0,Not recorded,89.0,-88,10 day survival percent,,1,Los Angeles County Sanitation Districts,1,33.44458486,-117.80004529,,Bulk Sediment (whole sediment),97.0,5,108.988764045,Q,95,%,,2013-07-09,QA,0101000020110F0000F31FD2210C0369C190B20C79902B4E41,Eohaustorius estuarius,GS00,1.0,M,4.472135955,,29,EohSed0809,None,20.0,-2.52982212813,0.018184409127,NSC,Nontoxic,
