gdb_geomattr_data,shape,SampleDate,FieldReplicate,SampleID,FinalID,LifeStageCode,Distinct,BAResult,CollectionMethodCode,record_origin,origin_lastupdatedate,StationCode,DatabaseCode
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Calineuria californica,L,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Capniidae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Sperchon,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Potthastia gaedii group,L,0,11,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Hydropsyche,L,0,7,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Protoptila,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Lopescladius,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Tipulidae,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Baetis tricaudatus,L,0,14,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Baetidae,L,0,12,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Baetidae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Pentaneura,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Cheumatopsyche,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Stygobromus,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Optioservus,L,0,46,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Chloroperlidae,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Leptophlebiidae,L,0,14,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Hygrobatidae,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Lopescladius,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Helicopsyche,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Tricorythodes,L,0,15,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Ochrotrichia,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Torrenticola,X,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Protoptila,L,0,93,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Marilia flexuosa,L,0,72,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Orthocladiinae,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Optioservus,L,0,49,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Optioservus,L,0,52,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Hemerodromia,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Heptageniidae,L,0,10,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Cheumatopsyche,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Ochrotrichia,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Ephemerellidae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Cloeodes excogitatus,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Eukiefferiella,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Marilia flexuosa,L,0,201,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Ablabesmyia,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Eukiefferiella,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Fallceon quilleri,L,0,28,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Silvius,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Petrophila,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Polypedilum,L,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Cricotopus trifascia group,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Hygrobatidae,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Hydropsyche,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Tanytarsus,L,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Baetis,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Zaitzevia,A,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Cricotopus,L,0,34,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Choroterpes,L,0,8,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Camelobaetidius warreni,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Optioservus,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Heptageniidae,L,0,8,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Tipulidae,P,0,13,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Fallceon quilleri,L,0,138,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Turbellaria,X,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Cricotopus,L,0,7,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Cricotopus,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Glossosomatidae,P,0,6,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Fallceon quilleri,L,0,153,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Zaitzevia,A,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Torrenticola,X,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Neotrichia,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Psephenus falli,L,0,6,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Lebertia,X,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Lebertia,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Oligochaeta,X,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Centroptilum,L,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Leptoceridae,P,0,7,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Polypedilum,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Camelobaetidius warreni,L,0,7,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Synorthocladius,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Leptoceridae,P,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Orthocladius complex,L,0,9,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Tricorythodes,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Hemerodromia,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Orthocladius complex,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Serratella,L,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Chloroperlidae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Torrenticola,X,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Hydropsyche,L,0,6,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Paraleptophlebia,L,0,6,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Chloroperlidae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Orthocladiinae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Hydropsyche,L,0,11,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Optioservus,A,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Petrophila,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Calineuria californica,L,0,12,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Neoplasta,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Robackia demeijerei,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Tinodes,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Protoptila,L,0,18,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Synorthocladius,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Hexatoma,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Isonychia velma,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Gumaga,L,0,13,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Petrophila,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Oligochaeta,X,0,4,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Turbellaria,X,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Microcylloepus,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Camelobaetidius warreni,L,0,7,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Calineuria californica,L,0,20,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Ambrysus,A,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Fallceon quilleri,L,0,138,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Serratella micheneri,L,0,12,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Hexatoma,L,0,18,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Synorthocladius,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Microtendipes,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Ephemerellidae,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Orthocladiinae,L,1,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Rheotanytarsus,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Baetis tricaudatus,L,0,10,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Rhithrogena,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Zaitzevia,L,0,69,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Centroptilum,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Acentrella turbida,L,0,39,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Zaitzevia,L,0,27,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Heptageniidae,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Optioservus,A,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Thienemanniella,L,0,2,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Thienemanniella,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Thienemannimyia group,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Acentrella turbida,L,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Lopescladius,P,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Orthocladiinae,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Lauterborniella,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Protoptila,L,0,14,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Eukiefferiella,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Turbellaria,X,0,10,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Helicopsyche,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Microtendipes,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Camelobaetidius warreni,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-10-05,1,111SF1944_10052010_BMI_RWB1_SFEel_1,Procloeon,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,1,111SF1944_08242010_BMI_RWB1_SFEel_1,Tanytarsini,L,0,1,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Procloeon,L,0,3,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-08-24,2,111SF1944_08242010_BMI_RWB1_SFEel_2,Choroterpes,L,0,5,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
,,2010-07-15,1,111SF1944_07152010_BMI_RWB1_SFEel_1,Ecdyonurus criddlei,L,0,27,BMI_RWB1_SFEel,SWAMP,2012-02-01,111SF1944,SWAMP
