wgtcode,database,new_lat,new_long,regionalboardnumber,psa6c,psa9c,eco_iii_1987,eco_iii_2010,eco_ii_1987,eco_ii_2010,flowstatus,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,permanmade_ws,invdamdist,mines_5k,gravelminedensl_r5k,elev_range,max_elev,n_mean,p_mean,pct_cenoz,pct_nosed,pct_quart,pct_sedim,pct_volcnc,ppt_00_09,temp_00_09,nhd_so,maflowu,nhdslope,ftype,nhdflow,sampled,bpj_nonref,active,area_sqkm,site_elev,cao_mean,mgo_mean,s_mean,ucs_mean,lprem_mean,atmca,atmmg,atmso4,minp_ws,meanp_ws,sumave_p,tmax_ws,xwd_ws,maxwd_ws,lst32ave,bdh_ave,kfct_ave,prmh_ave,condqr01,condqr05,condqr25,condqr50,condqr75,condqr95,condqr99,lastupdatedate,comid,sitestatus,ag_2006_1k,ag_2006_5k,ag_2006_ws,code_21_2006_1k,code_21_2006_5k,code_21_2006_ws,urban_2006_1k,urban_2006_5k,urban_2006_ws,ag_2011_1k,ag_2011_5k,ag_2011_ws,code_21_2011_1k,code_21_2011_5k,code_21_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,psa10c,created_user,created_date,last_edited_user,last_edited_date,StationCode
NA,Rounds123,37.5510912,-118.87307,6,SN,SNcl,13.0,5.0,Xeric,Mountain,Perennial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1071,4001,0.014,0.1197,0,100.0,0,0.0,0,80214.9,922,3.0,8.43509,0.15035,StreamRiver,Perennial,TRUE,FALSE,TRUE,14.46265,2930,17.4966,3.1427,0.1209,156.3488,-1.072,0.0488,0.0123,0.2134,7.8333,1136.625,2996.195,161.0,92.5682,13.7955,194.8085,1.0573,0.139,8.3589,17,41.0,90.0,122,140.0,250.0,348,12-Sep-16,20274287,Reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SNcl,,,,,603WER242
NA,Rounds123,37.6422673,-119.0827,5,SN,SNws,5.0,5.0,Mountain,Mountain,Perennial,0.0,0.0,0.0,6.2649,3.0142,0.7005,0.0,0.0,0.0,1.606622,0.765125,0.1778057,1,3,3,0,0,0,0.0,1678,3996,0.0311,0.2156,0,25.64275,0,69.32633,5,63717.2,1302,3.0,61.05731,0.00788,StreamRiver,Perennial,TRUE,FALSE,TRUE,85.18783,2318,5.7769,2.6658,0.0668,136.4573,-0.6604,0.0438,0.0113,0.2027,11.6505,1058.754,3413.475,202.2719,109.9655,15.41,180.8801,1.0797,0.1369,8.193,10,19.0,36.0,50,81.0,151.0,220,12-Sep-16,17112775,Reference,0.0,0.0,0.0,5.983412,2.961286,0.6907916,0.0,0.03169572,0.00739379,0.0,0.0,0.0,5.983412,2.961286,0.6907916,0.0,0.03169572,0.00739379,SNws,,,,,SEDTMDL_106
NA,Rounds123,36.280487,-121.32257,3,CH,CHco,6.0,6.0,Xeric,Xeric,Perennial,42.0,8.0,1.0,9.8071,3.4243,1.5667,1.0,0.0,0.0,2.514171,0.667618,0.4634918,2,5,55,0,0,1,0.0,1677,1787,0.0439,0.1293,30,0.9627749,6,92.72483,0,41832.7,2331,5.0,40.12995,0.00205,StreamRiver,Perennial,TRUE,FALSE,TRUE,625.2552,110,8.2999,3.6765,0.5229,103.1067,-0.9125,0.0415,0.0258,0.2276,0.7022,808.2026,610.6955,310.3136,60.0237,10.3193,95.7808,1.5399,0.183,4.7949,37,177.0,257.0,314,367.0,550.0,1123,12-Sep-16,8205291,,41.0,8.0,1.0,9.941208,3.415083,1.555753,1.0,0.1042305,0.0372782,41.0,8.0,1.0,9.941208,3.415083,1.555753,1.0,0.1042305,0.03742213,CHco,,,,,SEDTMDL_57
NA,Rounds123,32.8645044,-116.51878,9,SC,SCx,6.0,8.0,Xeric,Mountain,Perennial,0.0,0.0,0.0,4.5817,2.5284,3.1919,0.0,0.0,0.0,0.6448375,0.240927,0.6002668,1,1,5,0,0,5,0.0,633,1778,0.0125,0.1479,0,100.0,0,0.0,0,53969.5,2030,3.0,0.52928,0.02625,StreamRiver,Perennial,TRUE,FALSE,TRUE,30.51417,1145,4.0132,2.5512,0.0345,145.0081,-1.6345,0.1089,0.0316,0.4468,5.3421,793.0724,3478.352,292.2105,50.2737,8.2316,117.0761,1.5135,0.2114,6.3414,31,59.0,177.0,256,330.0,474.0,637,12-Sep-16,20324987,,0.0,0.0,0.0,4.063429,2.39081,3.033254,0.0,0.05248119,0.3393231,0.0,0.0,0.0,4.063429,2.39081,3.033254,0.0,0.05248119,0.3393231,SCx,,,,,R5BIO-6476
northcoast.0051,Rounds123,41.2473451,-122.6416,1,NC,NC,78.0,78.0,Mountain,Mountain,Perennial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37467129,2.32931829,2.7915392,0,2,32,0,0,0,0.0,1708,2745,0.0544,0.0895,0,100.0,0,0.0,0,104127.2969,1891,4.0,128.28552,0.02758,StreamRiver,Perennial,TRUE,FALSE,TRUE,156.49207,1037,5.3069,23.6992,0.0906,128.148,-0.4196,0.0309,0.0089,0.1211,12.1979,1376.2169,4445.9287,239.7865,92.5761,12.6955,132.0849,1.2359,0.129,4.1888,12,26.0,50.0,89,138.25,210.0,288,12-Sep-16,8242694,Intermediate,0.0,0.0,0.0,0.37313433,0.03463526,0.02070334,2.0,0.41562317,0.14722374,0.0,0.0,0.0,0.37313433,0.03463526,0.02070334,2.0,0.41562317,0.14722374,NC,,,,,106PS0051
Other.0076,Rounds123,41.2743417,-120.26368,5,DM,DM,9.0,9.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176217,0.3191223,0.3196438,0,5,7,0,0,0,0.0,1172,3005,0.0373,0.264,81,0.0,0,81.4564,18,62507.9,1243,3.0,16.0172,0.06539,StreamRiver,Perennial,TRUE,FALSE,TRUE,45.35162,1833,6.0185,3.484,0.0184,113.737,-0.5558,0.0446,0.0144,0.1779,11.5091,806.2789,6577.515,225.2,101.187,14.1871,183.3262,1.4087,0.1593,3.7047,10,26.0,42.0,51,81.0,152.0,193,12-Sep-16,7929215,Reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DMmo,,,,,526PS0076
SMC22464,Rounds123,34.1262046,-118.70699,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,0.0,0.0,0.0,9.5318,12.7931,8.3082,52.0,23.0,11.0,10.18736,6.564432,3.816784,3,69,69,0,0,0,0.0,490,693,0.0521,0.1129,100,0.0,0,100.0,0,43586.7,2543,3.0,0.87956,0.01085,StreamRiver,Intermittent,TRUE,FALSE,TRUE,38.78475,203,16.1594,5.9264,1.1547,67.2944,-0.7491,0.0561,0.0307,0.3768,0.0,469.7791,325.8973,333.5,31.5082,5.7459,56.425,1.5681,0.2682,3.142,218,370.0,591.0,853,956.3521,1163.0,1169,12-Sep-16,20364891,Stressed,0.0,0.0,0.0,17.16667,15.36327,9.601151,52.0,24.64565,11.90283,0.0,0.0,0.0,17.08333,15.21459,9.601151,52.0,25.17593,12.15573,SCx,,,,,SMC22464
CAW03444-0023,Rounds123,38.2737043,-122.67724,2,CH,CHco,6.0,6.0,Xeric,Xeric,Perennial,0.0,2.0,2.0,11.8045,12.5496,11.2716,35.0,11.0,9.0,4.77483131,3.12432679,2.57195977,5,39,44,0,0,2,0.0,644,654,0.161,0.1267,0,0.0,0,98.46806669,1,60413.19922,2148,3.0,5.09072,0.00051,StreamRiver,Intermittent,TRUE,FALSE,TRUE,77.157603,10,2.5452,1.5107,0.073,66.6478,-0.2671,0.0435,0.0493,0.2834,1.0,872.7657,712.9359,278.1099,63.1907,10.2754,69.6218,1.491,0.2756,2.3154,27,53.0,183.0,256,322.0,407.0,851,12-Sep-16,1669271,Intermediate,0.0,2.0,2.0,11.53694192,12.34466299,11.05667157,36.0,11.7290758,9.32549404,0.0,2.0,2.0,11.49743185,12.34960086,11.05667157,36.0,11.90519299,9.45614895,CHco,,,,,206CE0023
CAW03444-0173,Rounds123,41.7398662,-122.6309,1,NC,NC,78.0,9.0,Mountain,Xeric,Perennial,0.0,1.0,2.0,9.1441,4.7137,2.6529,60.0,19.0,6.0,11.86281221,4.7295577,3.01307327,7,36,51,0,0,3,0.0,1035,1818,0.1127,0.1143,0,0.0,0,100.0,0,41871.69922,1950,3.0,62.30878,0.00641,StreamRiver,Perennial,TRUE,FALSE,TRUE,102.05936,783,4.1307,7.5311,0.0605,116.5255,-0.3857,0.0308,0.0081,0.1175,11.7213,592.4869,5112.978,305.5328,81.0825,11.4825,141.0987,1.4945,0.1901,2.6414,36,52.0,111.0,171,243.6,429.0,599,12-Sep-16,3917192,Stressed,0.0,1.0,2.0,11.52443472,5.63530705,3.02974191,59.0,18.74666248,6.27904311,0.0,1.0,2.0,13.42086069,5.69813099,3.02974191,66.0,19.3183603,6.44040596,NC,,,,,105CE0173
CAW03444-0231,Rounds123,39.3926622,-122.54076,5,CH,CHin,6.0,6.0,Xeric,Xeric,Perennial,0.0,1.0,0.0,5.3846,6.9799,2.8668,0.0,1.0,0.0,1.178318,1.455049,0.2494401,0,18,37,0,0,1,0.0,1803,2144,0.0714,0.1526,0,51.42531,0,48.57468,0,54445.6,2348,4.0,102.57134,0.004,StreamRiver,Perennial,TRUE,FALSE,TRUE,303.2139,341,5.127,6.7538,0.0574,137.2217,-0.3521,0.0345,0.0386,0.2206,3.3481,1089.749,1792.274,304.0635,68.3775,11.0556,112.0129,1.4893,0.171,2.968,27,128.0,238.0,289,302.0,364.0,501,12-Sep-16,7994535,Intermediate,17.0,11.0,1.0,4.693487,6.645345,2.813708,0.0,1.355468,0.168585,17.0,11.0,1.0,4.693487,6.640268,2.813708,0.0,1.360544,0.1691786,CHin,,,,,522CE0231
CAW03444-0511,Rounds123,40.5670824,-121.1093,6,SN,SNws,5.0,4.0,Mountain,Mountain,Perennial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.772258,1.406019,0.8539436,0,0,0,0,0,0,0.0,660,2432,0.0067,0.2806,0,0.0,0,0.0,100,61925.2,1440,2.0,28.71202,0.01696,StreamRiver,Perennial,TRUE,FALSE,TRUE,59.012,1772,6.7652,3.9231,0.0181,139.3699,-0.3241,0.0386,0.0175,0.1747,12.9565,1037.654,4618.489,252.5362,82.0919,10.9081,174.2542,1.2407,0.2229,7.1205,14,32.0,53.0,78,82.0,152.0,209,12-Sep-16,20291233,Reference,0.0,0.0,0.0,0.1472754,0.00520481,0.00152476,0.0,0.0,0.0,0.0,0.0,0.0,0.1472754,0.00520481,0.00152476,0.0,0.0,0.0,SNws,,,,,637CE0511
CAW03444-0532,Rounds123,37.0780338,-122.05298,3,CH,CHco,1.0,1.0,Mountain,Mountain,Perennial,0.0,0.0,0.0,34.3722,16.1503,11.6304,0.0,0.0,0.0,7.10761829,5.83025875,4.96907255,3,20,34,0,0,0,0.0,622,731,0.049,0.1196,62,0.0,0,100.0,0,113785.5,2282,2.0,17.92756,0.0076,StreamRiver,Perennial,TRUE,FALSE,TRUE,36.880692,109,10.5609,4.0637,1.0468,69.3408,-0.7594,0.0437,0.0362,0.2529,2.25,1142.2325,902.1982,289.6591,63.0174,10.7826,62.991,1.4588,0.1912,4.4697,27,128.0,257.0,322,399.3333333,886.0,1108,12-Sep-16,17682456,Stressed,0.0,0.0,0.0,33.01141352,15.97226599,11.46720691,1.0,0.20170186,0.09519393,0.0,0.0,0.0,32.8358209,15.95965963,11.46720691,2.0,0.21430823,0.10007567,CHco,,,,,304CE0532
SMC09564,Rounds123,34.4320359,-118.59364,4,SC,SCx,6.0,85.0,Xeric,Xeric,Perennial,17.0,6.0,0.0,24.0,16.6951,9.0435,46.0,40.0,7.0,4.648554,8.958498,2.004526,1,48,813,6,0,0,0.0,1734,2048,0.0696,0.1484,9,91.24665,0,8.753343,0,39941.1,2562,5.0,28.11469,0.00678,StreamRiver,Intermittent,TRUE,FALSE,TRUE,1062.626,314,5.4397,2.9191,0.1684,113.0606,-0.8855,0.0547,0.031,0.3785,0.1582,450.597,589.2769,326.3041,33.8731,5.9423,80.3114,1.5896,0.1998,4.6917,77,200.0,322.0,404,516.5,830.0,1075,12-Sep-16,17574541,Stressed,17.0,2.0,0.0,21.19959,19.46913,8.897654,48.0,52.68315,8.262065,17.0,2.0,0.0,20.37229,20.13347,8.897654,49.0,57.43364,8.752563,SCx,,,,,SMC09564
