BAResult,CollectionMethodCode,Distinct,FinalID,LifeStageCode,FieldReplicate,SampleDate,SampleID,StationCode,DatabaseCode
5,BMI_RWB,0,Dicrotendipes,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Gomphidae,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
4,BMI_RWB,0,Dasyhelea,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Hetaerina americana,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
9,BMI_RWB,0,Acentrella insignificans,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
45,BMI_RWB,0,Sigara,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Hydropsychidae,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
4,BMI_RWB,0,Prostoma,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
13,BMI_RWB,0,Juga,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Nectopsyche gracilis,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Argia,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Ochrotrichia,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
21,BMI_RWB,0,Physa,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
31,BMI_RWB,0,Tanytarsus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
13,BMI_RWB,0,Ambrysus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
27,BMI_RWB,0,Cheumatopsyche,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Lanx,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
19,BMI_RWB,0,Oecetis,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Juga,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Hydroptila,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
8,BMI_RWB,0,Optioservus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Zaitzevia parvula,A,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Polypedilum,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Tropisternus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
57,BMI_RWB,0,Lanx,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Polypedilum,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Petrophila,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Tanytarsus,P,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Microcylloepus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Microcylloepus,A,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
19,BMI_RWB,0,Tanytarsus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
32,BMI_RWB,0,Vorticifex effusa,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
7,BMI_RWB,0,Ophiogomphus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Turbellaria,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
7,BMI_RWB,0,Hygrobates,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
12,BMI_RWB,0,Rheotanytarsus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Chironomini,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
4,BMI_RWB,0,Phaenopsectra,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Epeorus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
6,BMI_RWB,0,Antocha,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Serratella micheneri,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Hydrachna,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
63,BMI_RWB,0,Pseudochironomus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Potthastia gaedii group,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
7,BMI_RWB,0,Amiocentrus aspilus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Baetidae,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Corbicula fluminea,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
4,BMI_RWB,0,Turbellaria,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
11,BMI_RWB,0,Tricorythodes,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Bezzia/ Palpomyia,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Microcylloepus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
7,BMI_RWB,0,Lepidostoma,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Pentaneura,P,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
23,BMI_RWB,0,Orthocladius complex,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Heptageniidae,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Tanytarsini,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Mideopsis,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
45,BMI_RWB,0,Helicopsyche,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
21,BMI_RWB,0,Oligochaeta,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,1,Acari,X,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Torrenticola,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
6,BMI_RWB,0,Bezzia/ Palpomyia,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Asioplax,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Ephemerellidae,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
5,BMI_RWB,0,Ambrysus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
12,BMI_RWB,0,Oligochaeta,X,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
7,BMI_RWB,0,Simulium,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Optioservus,A,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Trichoptera,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Rheotanytarsus,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Pseudochironomus,P,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
1,BMI_RWB,0,Ceraclea,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
2,BMI_RWB,0,Cricotopus trifascia group,L,1,2000-09-07,105WE0591_09072000_BMI_RWB_1,105WE0591,SWAMP
3,BMI_RWB,0,Optioservus,L,1,2003-07-25,105WE0591_07252003_BMI_RWB_1,105WE0591,SWAMP
1,Algae_SWAMP,1,Ablabesmyia,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Agabus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Alotanypus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
8,Algae_SWAMP,1,Alotanypus,P,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
3,Algae_SWAMP,1,Apedilum,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
4,Algae_SWAMP,0,Baetis,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
86,Algae_SWAMP,1,Baetis adonis,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
5,Algae_SWAMP,1,Callibaetis,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,1,Cambaridae,J,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,0,Chironomidae,P,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
4,Algae_SWAMP,1,Chironomus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,0,Corixidae,J,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
11,Algae_SWAMP,1,Cricotopus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
7,Algae_SWAMP,1,Cricotopus,P,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Cricotopus bicinctus group,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
4,Algae_SWAMP,1,Cryptochironomus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Culex,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
18,Algae_SWAMP,1,Dicrotendipes,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
171,Algae_SWAMP,1,Fallceon quilleri,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Ferrissia,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
81,Algae_SWAMP,1,Hyalella,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
123,Algae_SWAMP,1,Hydrobiidae,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
8,Algae_SWAMP,1,Hydroptila,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,0,Hydroptilidae,P,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Ischnura,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Lymnaea,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
157,Algae_SWAMP,1,Oligochaeta,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
187,Algae_SWAMP,1,Ostracoda,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,1,Parametriocnemus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,1,Pentaneura,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
10,Algae_SWAMP,1,Physa,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Polypedilum,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
4,Algae_SWAMP,1,Procladius,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Psychodidae,P,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
8,Algae_SWAMP,1,Rheotanytarsus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
44,Algae_SWAMP,1,Simulium,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
21,Algae_SWAMP,1,Tanytarsus,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Tipula,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,1,Tribelos,L,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
2,Algae_SWAMP,1,Trichocorixa reticulata,A,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
1,Algae_SWAMP,1,Turbellaria,X,1,2010-06-03,SMC08150_06032010_Algae_SWAMP_1,SMC08150,SMC
9,BMI_RWB,1,Ablabesmyia,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
3,BMI_RWB,1,Alotanypus,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
11,BMI_RWB,1,Argia,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Atrichopogon,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
22,BMI_RWB,1,Baetis,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Bezzia/ Palpomyia,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Caloparyphus/ Euparyphus,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Coenagrionidae,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
10,BMI_RWB,1,Corbicula,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
26,BMI_RWB,1,Corixidae,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Cryptochironomus,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
7,BMI_RWB,1,Fallceon,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Hemerodromia,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
211,BMI_RWB,1,Hyalella,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
2,BMI_RWB,1,Hydroptila,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
1,BMI_RWB,1,Micropsectra,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
8,BMI_RWB,1,Mideopsis,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
3,BMI_RWB,1,Ostracoda,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
4,BMI_RWB,1,Parametriocnemus,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
3,BMI_RWB,1,Parametriocnemus ,P,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
9,BMI_RWB,1,Pentaneura,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
8,BMI_RWB,1,Polypedilum,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
121,BMI_RWB,1,Potamopyrgus antipodarum,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
3,BMI_RWB,1,Procladius,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
8,BMI_RWB,1,Prostoma,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
8,BMI_RWB,1,Rheotanytarsus,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
5,BMI_RWB,1,Simulium,L,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
5,BMI_RWB,1,Sperchon ,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
41,BMI_RWB,1,Turbellaria,X,1,2014-07-08,SMC08150_07082014_BMI_RWB_1,SMC08150,SMC
